"MEASURE","Measure","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"5","Female births","1","New South Wales","A","Annual","2012","2012","NUM","Number","0","Units",,,47867,,
"5","Female births","1","New South Wales","A","Annual","2013","2013","NUM","Number","0","Units",,,48587,,
"5","Female births","1","New South Wales","A","Annual","2014","2014","NUM","Number","0","Units",,,44385,,
"5","Female births","1","New South Wales","A","Annual","2015","2015","NUM","Number","0","Units",,,48737,,
"1","Births","5","Western Australia","A","Annual","1975","1975","NUM","Number","0","Units",,,20365,,
"1","Births","5","Western Australia","A","Annual","1976","1976","NUM","Number","0","Units",,,20700,,
"1","Births","5","Western Australia","A","Annual","1977","1977","NUM","Number","0","Units",,,20688,,
"1","Births","5","Western Australia","A","Annual","1978","1978","NUM","Number","0","Units",,,20662,,
"1","Births","5","Western Australia","A","Annual","1979","1979","NUM","Number","0","Units",,,20515,,
"1","Births","5","Western Australia","A","Annual","1980","1980","NUM","Number","0","Units",,,20652,,
"1","Births","5","Western Australia","A","Annual","1981","1981","NUM","Number","0","Units",,,21900,,
"1","Births","5","Western Australia","A","Annual","1982","1982","NUM","Number","0","Units",,,22261,,
"1","Births","5","Western Australia","A","Annual","1983","1983","NUM","Number","0","Units",,,23087,,
"1","Births","5","Western Australia","A","Annual","1984","1984","NUM","Number","0","Units",,,21625,,
"1","Births","5","Western Australia","A","Annual","1985","1985","NUM","Number","0","Units",,,23109,,
"1","Births","5","Western Australia","A","Annual","1986","1986","NUM","Number","0","Units",,,24236,,
"1","Births","5","Western Australia","A","Annual","1987","1987","NUM","Number","0","Units",,,23332,,
"1","Births","5","Western Australia","A","Annual","1988","1988","NUM","Number","0","Units",,,25143,,
"1","Births","5","Western Australia","A","Annual","1989","1989","NUM","Number","0","Units",,,25051,,
"1","Births","5","Western Australia","A","Annual","1990","1990","NUM","Number","0","Units",,,25356,,
"1","Births","5","Western Australia","A","Annual","1991","1991","NUM","Number","0","Units",,,25417,,
"1","Births","5","Western Australia","A","Annual","1992","1992","NUM","Number","0","Units",,,25073,,
"1","Births","5","Western Australia","A","Annual","1993","1993","NUM","Number","0","Units",,,25081,,
"1","Births","5","Western Australia","A","Annual","1994","1994","NUM","Number","0","Units",,,25138,,
"1","Births","5","Western Australia","A","Annual","1995","1995","NUM","Number","0","Units",,,25139,,
"1","Births","5","Western Australia","A","Annual","1996","1996","NUM","Number","0","Units",,,24793,,
"1","Births","5","Western Australia","A","Annual","1997","1997","NUM","Number","0","Units",,,24776,,
"1","Births","5","Western Australia","A","Annual","1998","1998","NUM","Number","0","Units",,,24717,,
"1","Births","5","Western Australia","A","Annual","1999","1999","NUM","Number","0","Units",,,24849,,
"1","Births","5","Western Australia","A","Annual","2000","2000","NUM","Number","0","Units",,,25093,,
"1","Births","5","Western Australia","A","Annual","2001","2001","NUM","Number","0","Units",,,24002,,
"1","Births","5","Western Australia","A","Annual","2002","2002","NUM","Number","0","Units",,,23601,,
"1","Births","5","Western Australia","A","Annual","2003","2003","NUM","Number","0","Units",,,24273,,
"1","Births","5","Western Australia","A","Annual","2004","2004","NUM","Number","0","Units",,,25295,,
"1","Births","5","Western Australia","A","Annual","2005","2005","NUM","Number","0","Units",,,26253,,
"1","Births","5","Western Australia","A","Annual","2006","2006","NUM","Number","0","Units",,,27777,,
"1","Births","5","Western Australia","A","Annual","2007","2007","NUM","Number","0","Units",,,29165,,
"1","Births","5","Western Australia","A","Annual","2008","2008","NUM","Number","0","Units",,,31851,,
"1","Births","5","Western Australia","A","Annual","2009","2009","NUM","Number","0","Units",,,30879,,
"1","Births","5","Western Australia","A","Annual","2010","2010","NUM","Number","0","Units",,,31424,,
"1","Births","5","Western Australia","A","Annual","2011","2011","NUM","Number","0","Units",,,32259,,
"1","Births","5","Western Australia","A","Annual","2012","2012","NUM","Number","0","Units",,,33627,,
"1","Births","5","Western Australia","A","Annual","2013","2013","NUM","Number","0","Units",,,34516,,
"1","Births","5","Western Australia","A","Annual","2014","2014","NUM","Number","0","Units",,,35403,,
"1","Births","5","Western Australia","A","Annual","2015","2015","NUM","Number","0","Units",,,35135,,
"1","Births","0","Australia","A","Annual","1975","1975","NUM","Number","0","Units",,,233012,,
"1","Births","0","Australia","A","Annual","1976","1976","NUM","Number","0","Units",,,227810,,
"1","Births","0","Australia","A","Annual","1977","1977","NUM","Number","0","Units",,,226291,,
"1","Births","0","Australia","A","Annual","1978","1978","NUM","Number","0","Units",,,224181,,
"1","Births","0","Australia","A","Annual","1979","1979","NUM","Number","0","Units",,,223129,,
"1","Births","0","Australia","A","Annual","1980","1980","NUM","Number","0","Units",,,225527,,
"1","Births","0","Australia","A","Annual","1981","1981","NUM","Number","0","Units",,,235842,,
"1","Births","0","Australia","A","Annual","1982","1982","NUM","Number","0","Units",,,239903,,
"1","Births","0","Australia","A","Annual","1983","1983","NUM","Number","0","Units",,,242570,,
"1","Births","0","Australia","A","Annual","1984","1984","NUM","Number","0","Units",,,234034,,
"1","Births","0","Australia","A","Annual","1985","1985","NUM","Number","0","Units",,,247348,,
"1","Births","0","Australia","A","Annual","1986","1986","NUM","Number","0","Units",,,243408,,
"1","Births","0","Australia","A","Annual","1987","1987","NUM","Number","0","Units",,,243959,,
"1","Births","0","Australia","A","Annual","1988","1988","NUM","Number","0","Units",,,246193,,
"1","Births","0","Australia","A","Annual","1989","1989","NUM","Number","0","Units",,,250853,,
"1","Births","0","Australia","A","Annual","1990","1990","NUM","Number","0","Units",,,262648,,
"1","Births","0","Australia","A","Annual","1991","1991","NUM","Number","0","Units",,,257247,,
"1","Births","0","Australia","A","Annual","1992","1992","NUM","Number","0","Units",,,264151,,
"1","Births","0","Australia","A","Annual","1993","1993","NUM","Number","0","Units",,,260229,,
"1","Births","0","Australia","A","Annual","1994","1994","NUM","Number","0","Units",,,258051,,
"1","Births","0","Australia","A","Annual","1995","1995","NUM","Number","0","Units",,,256190,,
"1","Births","0","Australia","A","Annual","1996","1996","NUM","Number","0","Units",,,253834,,
"1","Births","0","Australia","A","Annual","1997","1997","NUM","Number","0","Units",,,251842,,
"1","Births","0","Australia","A","Annual","1998","1998","NUM","Number","0","Units",,,249616,,
"1","Births","0","Australia","A","Annual","1999","1999","NUM","Number","0","Units",,,248870,,
"1","Births","0","Australia","A","Annual","2000","2000","NUM","Number","0","Units",,,249636,,
"1","Births","0","Australia","A","Annual","2001","2001","NUM","Number","0","Units",,,246394,,
"1","Births","0","Australia","A","Annual","2002","2002","NUM","Number","0","Units",,,250988,,
"1","Births","0","Australia","A","Annual","2003","2003","NUM","Number","0","Units",,,251161,,
"1","Births","0","Australia","A","Annual","2004","2004","NUM","Number","0","Units",,,254246,,
"1","Births","0","Australia","A","Annual","2005","2005","NUM","Number","0","Units",,,264493,,
"1","Births","0","Australia","A","Annual","2006","2006","NUM","Number","0","Units",,,270849,,
"1","Births","0","Australia","A","Annual","2007","2007","NUM","Number","0","Units",,,292152,,
"1","Births","0","Australia","A","Annual","2008","2008","NUM","Number","0","Units",,,302272,,
"1","Births","0","Australia","A","Annual","2009","2009","NUM","Number","0","Units",,,301253,,
"1","Births","0","Australia","A","Annual","2010","2010","NUM","Number","0","Units",,,303318,,
"1","Births","0","Australia","A","Annual","2011","2011","NUM","Number","0","Units",,,301617,,
"1","Births","0","Australia","A","Annual","2012","2012","NUM","Number","0","Units",,,309582,,
"1","Births","0","Australia","A","Annual","2013","2013","NUM","Number","0","Units",,,308065,,
"1","Births","0","Australia","A","Annual","2014","2014","NUM","Number","0","Units",,,299697,,
"1","Births","0","Australia","A","Annual","2015","2015","NUM","Number","0","Units",,,305377,,
"5","Female births","3","Queensland","A","Annual","1975","1975","NUM","Number","0","Units",,,17713,,
"5","Female births","3","Queensland","A","Annual","1976","1976","NUM","Number","0","Units",,,17264,,
"5","Female births","3","Queensland","A","Annual","1977","1977","NUM","Number","0","Units",,,16942,,
"5","Female births","3","Queensland","A","Annual","1978","1978","NUM","Number","0","Units",,,16726,,
"5","Female births","3","Queensland","A","Annual","1979","1979","NUM","Number","0","Units",,,17070,,
"5","Female births","3","Queensland","A","Annual","1980","1980","NUM","Number","0","Units",,,16924,,
"5","Female births","3","Queensland","A","Annual","1981","1981","NUM","Number","0","Units",,,18799,,
"5","Female births","3","Queensland","A","Annual","1982","1982","NUM","Number","0","Units",,,19642,,
"5","Female births","3","Queensland","A","Annual","1983","1983","NUM","Number","0","Units",,,20352,,
"5","Female births","3","Queensland","A","Annual","1984","1984","NUM","Number","0","Units",,,19606,,
"5","Female births","3","Queensland","A","Annual","1985","1985","NUM","Number","0","Units",,,19594,,
"5","Female births","3","Queensland","A","Annual","1986","1986","NUM","Number","0","Units",,,19589,,
"5","Female births","3","Queensland","A","Annual","1987","1987","NUM","Number","0","Units",,,19072,,
"5","Female births","3","Queensland","A","Annual","1988","1988","NUM","Number","0","Units",,,19741,,
"5","Female births","3","Queensland","A","Annual","1989","1989","NUM","Number","0","Units",,,20643,,
"5","Female births","3","Queensland","A","Annual","1990","1990","NUM","Number","0","Units",,,21786,,
"5","Female births","3","Queensland","A","Annual","1991","1991","NUM","Number","0","Units",,,21596,,
"5","Female births","3","Queensland","A","Annual","1992","1992","NUM","Number","0","Units",,,22640,,
"5","Female births","3","Queensland","A","Annual","1993","1993","NUM","Number","0","Units",,,22723,,
"5","Female births","3","Queensland","A","Annual","1994","1994","NUM","Number","0","Units",,,22430,,
"5","Female births","3","Queensland","A","Annual","1995","1995","NUM","Number","0","Units",,,22621,,
"5","Female births","3","Queensland","A","Annual","1996","1996","NUM","Number","0","Units",,,23236,,
"5","Female births","3","Queensland","A","Annual","1997","1997","NUM","Number","0","Units",,,22941,,
"5","Female births","3","Queensland","A","Annual","1998","1998","NUM","Number","0","Units",,,23004,,
"5","Female births","3","Queensland","A","Annual","1999","1999","NUM","Number","0","Units",,,22584,,
"5","Female births","3","Queensland","A","Annual","2000","2000","NUM","Number","0","Units",,,22987,,
"5","Female births","3","Queensland","A","Annual","2001","2001","NUM","Number","0","Units",,,23301,,
"5","Female births","3","Queensland","A","Annual","2002","2002","NUM","Number","0","Units",,,23317,,
"5","Female births","3","Queensland","A","Annual","2003","2003","NUM","Number","0","Units",,,23495,,
"5","Female births","3","Queensland","A","Annual","2004","2004","NUM","Number","0","Units",,,24354,,
"5","Female births","3","Queensland","A","Annual","2005","2005","NUM","Number","0","Units",,,24979,,
"5","Female births","3","Queensland","A","Annual","2006","2006","NUM","Number","0","Units",,,25553,,
"5","Female births","3","Queensland","A","Annual","2007","2007","NUM","Number","0","Units",,,29614,,
"5","Female births","3","Queensland","A","Annual","2008","2008","NUM","Number","0","Units",,,30559,,
"5","Female births","3","Queensland","A","Annual","2009","2009","NUM","Number","0","Units",,,32063,,
"5","Female births","3","Queensland","A","Annual","2010","2010","NUM","Number","0","Units",,,31492,,
"5","Female births","3","Queensland","A","Annual","2011","2011","NUM","Number","0","Units",,,31016,,
"5","Female births","3","Queensland","A","Annual","2012","2012","NUM","Number","0","Units",,,30961,,
"5","Female births","3","Queensland","A","Annual","2013","2013","NUM","Number","0","Units",,,30595,,
"5","Female births","3","Queensland","A","Annual","2014","2014","NUM","Number","0","Units",,,30774,,
"5","Female births","3","Queensland","A","Annual","2015","2015","NUM","Number","0","Units",,,29895,,
"5","Female births","8","Australian Capital Territory","A","Annual","1975","1975","NUM","Number","0","Units",,,2031,,
"5","Female births","8","Australian Capital Territory","A","Annual","1976","1976","NUM","Number","0","Units",,,2030,,
"5","Female births","8","Australian Capital Territory","A","Annual","1977","1977","NUM","Number","0","Units",,,2147,,
"5","Female births","8","Australian Capital Territory","A","Annual","1978","1978","NUM","Number","0","Units",,,2025,,
"5","Female births","8","Australian Capital Territory","A","Annual","1979","1979","NUM","Number","0","Units",,,2076,,
"5","Female births","8","Australian Capital Territory","A","Annual","1980","1980","NUM","Number","0","Units",,,2099,,
"5","Female births","8","Australian Capital Territory","A","Annual","1981","1981","NUM","Number","0","Units",,,2060,,
"5","Female births","8","Australian Capital Territory","A","Annual","1982","1982","NUM","Number","0","Units",,,1997,,
"5","Female births","8","Australian Capital Territory","A","Annual","1983","1983","NUM","Number","0","Units",,,2049,,
"5","Female births","8","Australian Capital Territory","A","Annual","1984","1984","NUM","Number","0","Units",,,2061,,
"5","Female births","8","Australian Capital Territory","A","Annual","1985","1985","NUM","Number","0","Units",,,1963,,
"5","Female births","8","Australian Capital Territory","A","Annual","1986","1986","NUM","Number","0","Units",,,1987,,
"5","Female births","8","Australian Capital Territory","A","Annual","1987","1987","NUM","Number","0","Units",,,2018,,
"5","Female births","8","Australian Capital Territory","A","Annual","1988","1988","NUM","Number","0","Units",,,2142,,
"5","Female births","8","Australian Capital Territory","A","Annual","1989","1989","NUM","Number","0","Units",,,2025,,
"5","Female births","8","Australian Capital Territory","A","Annual","1990","1990","NUM","Number","0","Units",,,2124,,
"5","Female births","8","Australian Capital Territory","A","Annual","1991","1991","NUM","Number","0","Units",,,2320,,
"5","Female births","8","Australian Capital Territory","A","Annual","1992","1992","NUM","Number","0","Units",,,2191,,
"5","Female births","8","Australian Capital Territory","A","Annual","1993","1993","NUM","Number","0","Units",,,2181,,
"5","Female births","8","Australian Capital Territory","A","Annual","1994","1994","NUM","Number","0","Units",,,2229,,
"5","Female births","8","Australian Capital Territory","A","Annual","1995","1995","NUM","Number","0","Units",,,2124,,
"5","Female births","8","Australian Capital Territory","A","Annual","1996","1996","NUM","Number","0","Units",,,2155,,
"5","Female births","8","Australian Capital Territory","A","Annual","1997","1997","NUM","Number","0","Units",,,2076,,
"5","Female births","8","Australian Capital Territory","A","Annual","1998","1998","NUM","Number","0","Units",,,1976,,
"5","Female births","8","Australian Capital Territory","A","Annual","1999","1999","NUM","Number","0","Units",,,2124,,
"5","Female births","8","Australian Capital Territory","A","Annual","2000","2000","NUM","Number","0","Units",,,1991,,
"5","Female births","8","Australian Capital Territory","A","Annual","2001","2001","NUM","Number","0","Units",,,1943,,
"5","Female births","8","Australian Capital Territory","A","Annual","2002","2002","NUM","Number","0","Units",,,2030,,
"5","Female births","8","Australian Capital Territory","A","Annual","2003","2003","NUM","Number","0","Units",,,2000,,
"5","Female births","8","Australian Capital Territory","A","Annual","2004","2004","NUM","Number","0","Units",,,2018,,
"5","Female births","8","Australian Capital Territory","A","Annual","2005","2005","NUM","Number","0","Units",,,2082,,
"5","Female births","8","Australian Capital Territory","A","Annual","2006","2006","NUM","Number","0","Units",,,2181,,
"5","Female births","8","Australian Capital Territory","A","Annual","2007","2007","NUM","Number","0","Units",,,2328,,
"5","Female births","8","Australian Capital Territory","A","Annual","2008","2008","NUM","Number","0","Units",,,2337,,
"5","Female births","8","Australian Capital Territory","A","Annual","2009","2009","NUM","Number","0","Units",,,2286,,
"5","Female births","8","Australian Capital Territory","A","Annual","2010","2010","NUM","Number","0","Units",,,2490,,
"5","Female births","8","Australian Capital Territory","A","Annual","2011","2011","NUM","Number","0","Units",,,2413,,
"5","Female births","8","Australian Capital Territory","A","Annual","2012","2012","NUM","Number","0","Units",,,2658,,
"5","Female births","8","Australian Capital Territory","A","Annual","2013","2013","NUM","Number","0","Units",,,2714,,
"5","Female births","8","Australian Capital Territory","A","Annual","2014","2014","NUM","Number","0","Units",,,2669,,
"5","Female births","8","Australian Capital Territory","A","Annual","2015","2015","NUM","Number","0","Units",,,2632,,
"4","Male births","5","Western Australia","A","Annual","1975","1975","NUM","Number","0","Units",,,10477,,
"4","Male births","5","Western Australia","A","Annual","1976","1976","NUM","Number","0","Units",,,10673,,
"4","Male births","5","Western Australia","A","Annual","1977","1977","NUM","Number","0","Units",,,10732,,
"4","Male births","5","Western Australia","A","Annual","1978","1978","NUM","Number","0","Units",,,10696,,
"4","Male births","5","Western Australia","A","Annual","1979","1979","NUM","Number","0","Units",,,10423,,
"4","Male births","5","Western Australia","A","Annual","1980","1980","NUM","Number","0","Units",,,10542,,
"4","Male births","5","Western Australia","A","Annual","1981","1981","NUM","Number","0","Units",,,11355,,
"4","Male births","5","Western Australia","A","Annual","1982","1982","NUM","Number","0","Units",,,11401,,
"4","Male births","5","Western Australia","A","Annual","1983","1983","NUM","Number","0","Units",,,11910,,
"4","Male births","5","Western Australia","A","Annual","1984","1984","NUM","Number","0","Units",,,11152,,
"4","Male births","5","Western Australia","A","Annual","1985","1985","NUM","Number","0","Units",,,11775,,
"4","Male births","5","Western Australia","A","Annual","1986","1986","NUM","Number","0","Units",,,12448,,
"4","Male births","5","Western Australia","A","Annual","1987","1987","NUM","Number","0","Units",,,12044,,
"4","Male births","5","Western Australia","A","Annual","1988","1988","NUM","Number","0","Units",,,12874,,
"4","Male births","5","Western Australia","A","Annual","1989","1989","NUM","Number","0","Units",,,12783,,
"4","Male births","5","Western Australia","A","Annual","1990","1990","NUM","Number","0","Units",,,13082,,
"4","Male births","5","Western Australia","A","Annual","1991","1991","NUM","Number","0","Units",,,12959,,
"4","Male births","5","Western Australia","A","Annual","1992","1992","NUM","Number","0","Units",,,12879,,
"4","Male births","5","Western Australia","A","Annual","1993","1993","NUM","Number","0","Units",,,12925,,
"4","Male births","5","Western Australia","A","Annual","1994","1994","NUM","Number","0","Units",,,12867,,
"4","Male births","5","Western Australia","A","Annual","1995","1995","NUM","Number","0","Units",,,12942,,
"4","Male births","5","Western Australia","A","Annual","1996","1996","NUM","Number","0","Units",,,12813,,
"4","Male births","5","Western Australia","A","Annual","1997","1997","NUM","Number","0","Units",,,12810,,
"4","Male births","5","Western Australia","A","Annual","1998","1998","NUM","Number","0","Units",,,12655,,
"4","Male births","5","Western Australia","A","Annual","1999","1999","NUM","Number","0","Units",,,12686,,
"4","Male births","5","Western Australia","A","Annual","2000","2000","NUM","Number","0","Units",,,12763,,
"4","Male births","5","Western Australia","A","Annual","2001","2001","NUM","Number","0","Units",,,12329,,
"4","Male births","5","Western Australia","A","Annual","2002","2002","NUM","Number","0","Units",,,12102,,
"4","Male births","5","Western Australia","A","Annual","2003","2003","NUM","Number","0","Units",,,12447,,
"4","Male births","5","Western Australia","A","Annual","2004","2004","NUM","Number","0","Units",,,12968,,
"4","Male births","5","Western Australia","A","Annual","2005","2005","NUM","Number","0","Units",,,13525,,
"4","Male births","5","Western Australia","A","Annual","2006","2006","NUM","Number","0","Units",,,14042,,
"4","Male births","5","Western Australia","A","Annual","2007","2007","NUM","Number","0","Units",,,15022,,
"4","Male births","5","Western Australia","A","Annual","2008","2008","NUM","Number","0","Units",,,16318,,
"4","Male births","5","Western Australia","A","Annual","2009","2009","NUM","Number","0","Units",,,15896,,
"4","Male births","5","Western Australia","A","Annual","2010","2010","NUM","Number","0","Units",,,16063,,
"4","Male births","5","Western Australia","A","Annual","2011","2011","NUM","Number","0","Units",,,16557,,
"4","Male births","5","Western Australia","A","Annual","2012","2012","NUM","Number","0","Units",,,17254,,
"4","Male births","5","Western Australia","A","Annual","2013","2013","NUM","Number","0","Units",,,17674,,
"4","Male births","5","Western Australia","A","Annual","2014","2014","NUM","Number","0","Units",,,18184,,
"4","Male births","5","Western Australia","A","Annual","2015","2015","NUM","Number","0","Units",,,18076,,
"5","Female births","0","Australia","A","Annual","1975","1975","NUM","Number","0","Units",,,113162,,
"5","Female births","0","Australia","A","Annual","1976","1976","NUM","Number","0","Units",,,110972,,
"5","Female births","0","Australia","A","Annual","1977","1977","NUM","Number","0","Units",,,109740,,
"5","Female births","0","Australia","A","Annual","1978","1978","NUM","Number","0","Units",,,109217,,
"5","Female births","0","Australia","A","Annual","1979","1979","NUM","Number","0","Units",,,108516,,
"5","Female births","0","Australia","A","Annual","1980","1980","NUM","Number","0","Units",,,109579,,
"5","Female births","0","Australia","A","Annual","1981","1981","NUM","Number","0","Units",,,114672,,
"5","Female births","0","Australia","A","Annual","1982","1982","NUM","Number","0","Units",,,116649,,
"5","Female births","0","Australia","A","Annual","1983","1983","NUM","Number","0","Units",,,118012,,
"5","Female births","0","Australia","A","Annual","1984","1984","NUM","Number","0","Units",,,114218,,
"5","Female births","0","Australia","A","Annual","1985","1985","NUM","Number","0","Units",,,120535,,
"5","Female births","0","Australia","A","Annual","1986","1986","NUM","Number","0","Units",,,118494,,
"5","Female births","0","Australia","A","Annual","1987","1987","NUM","Number","0","Units",,,118694,,
"5","Female births","0","Australia","A","Annual","1988","1988","NUM","Number","0","Units",,,119970,,
"5","Female births","0","Australia","A","Annual","1989","1989","NUM","Number","0","Units",,,122343,,
"5","Female births","0","Australia","A","Annual","1990","1990","NUM","Number","0","Units",,,127454,,
"5","Female births","0","Australia","A","Annual","1991","1991","NUM","Number","0","Units",,,125282,,
"5","Female births","0","Australia","A","Annual","1992","1992","NUM","Number","0","Units",,,128550,,
"5","Female births","0","Australia","A","Annual","1993","1993","NUM","Number","0","Units",,,126657,,
"5","Female births","0","Australia","A","Annual","1994","1994","NUM","Number","0","Units",,,125426,,
"5","Female births","0","Australia","A","Annual","1995","1995","NUM","Number","0","Units",,,124758,,
"5","Female births","0","Australia","A","Annual","1996","1996","NUM","Number","0","Units",,,123262,,
"5","Female births","0","Australia","A","Annual","1997","1997","NUM","Number","0","Units",,,122663,,
"5","Female births","0","Australia","A","Annual","1998","1998","NUM","Number","0","Units",,,121600,,
"5","Female births","0","Australia","A","Annual","1999","1999","NUM","Number","0","Units",,,121513,,
"5","Female births","0","Australia","A","Annual","2000","2000","NUM","Number","0","Units",,,121446,,
"5","Female births","0","Australia","A","Annual","2001","2001","NUM","Number","0","Units",,,120096,,
"5","Female births","0","Australia","A","Annual","2002","2002","NUM","Number","0","Units",,,122365,,
"5","Female births","0","Australia","A","Annual","2003","2003","NUM","Number","0","Units",,,121968,,
"5","Female births","0","Australia","A","Annual","2004","2004","NUM","Number","0","Units",,,123646,,
"5","Female births","0","Australia","A","Annual","2005","2005","NUM","Number","0","Units",,,128646,,
"5","Female births","0","Australia","A","Annual","2006","2006","NUM","Number","0","Units",,,131454,,
"5","Female births","0","Australia","A","Annual","2007","2007","NUM","Number","0","Units",,,142123,,
"5","Female births","0","Australia","A","Annual","2008","2008","NUM","Number","0","Units",,,147068,,
"5","Female births","0","Australia","A","Annual","2009","2009","NUM","Number","0","Units",,,146378,,
"5","Female births","0","Australia","A","Annual","2010","2010","NUM","Number","0","Units",,,147727,,
"5","Female births","0","Australia","A","Annual","2011","2011","NUM","Number","0","Units",,,146621,,
"5","Female births","0","Australia","A","Annual","2012","2012","NUM","Number","0","Units",,,150594,,
"5","Female births","0","Australia","A","Annual","2013","2013","NUM","Number","0","Units",,,149359,,
"5","Female births","0","Australia","A","Annual","2014","2014","NUM","Number","0","Units",,,146105,,
"5","Female births","0","Australia","A","Annual","2015","2015","NUM","Number","0","Units",,,148289,,
"4","Male births","6","Tasmania","A","Annual","1975","1975","NUM","Number","0","Units",,,3624,,
"4","Male births","6","Tasmania","A","Annual","1976","1976","NUM","Number","0","Units",,,3482,,
"4","Male births","6","Tasmania","A","Annual","1977","1977","NUM","Number","0","Units",,,3475,,
"4","Male births","6","Tasmania","A","Annual","1978","1978","NUM","Number","0","Units",,,3463,,
"4","Male births","6","Tasmania","A","Annual","1979","1979","NUM","Number","0","Units",,,3438,,
"4","Male births","6","Tasmania","A","Annual","1980","1980","NUM","Number","0","Units",,,3495,,
"4","Male births","6","Tasmania","A","Annual","1981","1981","NUM","Number","0","Units",,,3674,,
"4","Male births","6","Tasmania","A","Annual","1982","1982","NUM","Number","0","Units",,,3616,,
"4","Male births","6","Tasmania","A","Annual","1983","1983","NUM","Number","0","Units",,,3651,,
"4","Male births","6","Tasmania","A","Annual","1984","1984","NUM","Number","0","Units",,,3582,,
"4","Male births","6","Tasmania","A","Annual","1985","1985","NUM","Number","0","Units",,,3661,,
"4","Male births","6","Tasmania","A","Annual","1986","1986","NUM","Number","0","Units",,,3615,,
"4","Male births","6","Tasmania","A","Annual","1987","1987","NUM","Number","0","Units",,,3483,,
"4","Male births","6","Tasmania","A","Annual","1988","1988","NUM","Number","0","Units",,,3433,,
"4","Male births","6","Tasmania","A","Annual","1989","1989","NUM","Number","0","Units",,,3506,,
"4","Male births","6","Tasmania","A","Annual","1990","1990","NUM","Number","0","Units",,,3620,,
"4","Male births","6","Tasmania","A","Annual","1991","1991","NUM","Number","0","Units",,,3454,,
"4","Male births","6","Tasmania","A","Annual","1992","1992","NUM","Number","0","Units",,,3595,,
"4","Male births","6","Tasmania","A","Annual","1993","1993","NUM","Number","0","Units",,,3523,,
"4","Male births","6","Tasmania","A","Annual","1994","1994","NUM","Number","0","Units",,,3497,,
"4","Male births","6","Tasmania","A","Annual","1995","1995","NUM","Number","0","Units",,,3390,,
"4","Male births","6","Tasmania","A","Annual","1996","1996","NUM","Number","0","Units",,,3346,,
"4","Male births","6","Tasmania","A","Annual","1997","1997","NUM","Number","0","Units",,,3098,,
"4","Male births","6","Tasmania","A","Annual","1998","1998","NUM","Number","0","Units",,,3053,,
"4","Male births","6","Tasmania","A","Annual","1999","1999","NUM","Number","0","Units",,,3056,,
"4","Male births","6","Tasmania","A","Annual","2000","2000","NUM","Number","0","Units",,,2985,,
"4","Male births","6","Tasmania","A","Annual","2001","2001","NUM","Number","0","Units",,,3376,,
"4","Male births","6","Tasmania","A","Annual","2002","2002","NUM","Number","0","Units",,,3018,,
"4","Male births","6","Tasmania","A","Annual","2003","2003","NUM","Number","0","Units",,,2982,,
"4","Male births","6","Tasmania","A","Annual","2004","2004","NUM","Number","0","Units",,,3022,,
"4","Male births","6","Tasmania","A","Annual","2005","2005","NUM","Number","0","Units",,,3230,,
"4","Male births","6","Tasmania","A","Annual","2006","2006","NUM","Number","0","Units",,,3349,,
"4","Male births","6","Tasmania","A","Annual","2007","2007","NUM","Number","0","Units",,,3393,,
"4","Male births","6","Tasmania","A","Annual","2008","2008","NUM","Number","0","Units",,,3453,,
"4","Male births","6","Tasmania","A","Annual","2009","2009","NUM","Number","0","Units",,,3392,,
"4","Male births","6","Tasmania","A","Annual","2010","2010","NUM","Number","0","Units",,,3317,,
"4","Male births","6","Tasmania","A","Annual","2011","2011","NUM","Number","0","Units",,,3405,,
"4","Male births","6","Tasmania","A","Annual","2012","2012","NUM","Number","0","Units",,,3144,,
"4","Male births","6","Tasmania","A","Annual","2013","2013","NUM","Number","0","Units",,,3035,,
"4","Male births","6","Tasmania","A","Annual","2014","2014","NUM","Number","0","Units",,,3029,,
"4","Male births","6","Tasmania","A","Annual","2015","2015","NUM","Number","0","Units",,,2932,,
"1","Births","6","Tasmania","A","Annual","1975","1975","NUM","Number","0","Units",,,7014,,
"1","Births","6","Tasmania","A","Annual","1976","1976","NUM","Number","0","Units",,,6736,,
"1","Births","6","Tasmania","A","Annual","1977","1977","NUM","Number","0","Units",,,6760,,
"1","Births","6","Tasmania","A","Annual","1978","1978","NUM","Number","0","Units",,,6836,,
"1","Births","6","Tasmania","A","Annual","1979","1979","NUM","Number","0","Units",,,6789,,
"1","Births","6","Tasmania","A","Annual","1980","1980","NUM","Number","0","Units",,,6776,,
"1","Births","6","Tasmania","A","Annual","1981","1981","NUM","Number","0","Units",,,7230,,
"1","Births","6","Tasmania","A","Annual","1982","1982","NUM","Number","0","Units",,,7039,,
"1","Births","6","Tasmania","A","Annual","1983","1983","NUM","Number","0","Units",,,7062,,
"1","Births","6","Tasmania","A","Annual","1984","1984","NUM","Number","0","Units",,,7132,,
"1","Births","6","Tasmania","A","Annual","1985","1985","NUM","Number","0","Units",,,7249,,
"1","Births","6","Tasmania","A","Annual","1986","1986","NUM","Number","0","Units",,,6950,,
"1","Births","6","Tasmania","A","Annual","1987","1987","NUM","Number","0","Units",,,6790,,
"1","Births","6","Tasmania","A","Annual","1988","1988","NUM","Number","0","Units",,,6779,,
