"MEASURE","Measure","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Births","6","Tasmania","A","Annual","1989","1989","NUM","Number","0","Units",,,6813,,
"1","Births","6","Tasmania","A","Annual","1990","1990","NUM","Number","0","Units",,,7043,,
"1","Births","6","Tasmania","A","Annual","1991","1991","NUM","Number","0","Units",,,6870,,
"1","Births","6","Tasmania","A","Annual","1992","1992","NUM","Number","0","Units",,,6987,,
"1","Births","6","Tasmania","A","Annual","1993","1993","NUM","Number","0","Units",,,6835,,
"1","Births","6","Tasmania","A","Annual","1994","1994","NUM","Number","0","Units",,,6844,,
"1","Births","6","Tasmania","A","Annual","1995","1995","NUM","Number","0","Units",,,6570,,
"1","Births","6","Tasmania","A","Annual","1996","1996","NUM","Number","0","Units",,,6457,,
"1","Births","6","Tasmania","A","Annual","1997","1997","NUM","Number","0","Units",,,6007,,
"1","Births","6","Tasmania","A","Annual","1998","1998","NUM","Number","0","Units",,,5978,,
"1","Births","6","Tasmania","A","Annual","1999","1999","NUM","Number","0","Units",,,6032,,
"1","Births","6","Tasmania","A","Annual","2000","2000","NUM","Number","0","Units",,,5692,,
"1","Births","6","Tasmania","A","Annual","2001","2001","NUM","Number","0","Units",,,6430,,
"1","Births","6","Tasmania","A","Annual","2002","2002","NUM","Number","0","Units",,,6003,,
"1","Births","6","Tasmania","A","Annual","2003","2003","NUM","Number","0","Units",,,5752,,
"1","Births","6","Tasmania","A","Annual","2004","2004","NUM","Number","0","Units",,,5809,,
"1","Births","6","Tasmania","A","Annual","2005","2005","NUM","Number","0","Units",,,6310,,
"1","Births","6","Tasmania","A","Annual","2006","2006","NUM","Number","0","Units",,,6475,,
"1","Births","6","Tasmania","A","Annual","2007","2007","NUM","Number","0","Units",,,6663,,
"1","Births","6","Tasmania","A","Annual","2008","2008","NUM","Number","0","Units",,,6775,,
"1","Births","6","Tasmania","A","Annual","2009","2009","NUM","Number","0","Units",,,6627,,
"1","Births","6","Tasmania","A","Annual","2010","2010","NUM","Number","0","Units",,,6385,,
"1","Births","6","Tasmania","A","Annual","2011","2011","NUM","Number","0","Units",,,6608,,
"1","Births","6","Tasmania","A","Annual","2012","2012","NUM","Number","0","Units",,,6168,,
"1","Births","6","Tasmania","A","Annual","2013","2013","NUM","Number","0","Units",,,6049,,
"1","Births","6","Tasmania","A","Annual","2014","2014","NUM","Number","0","Units",,,5935,,
"1","Births","6","Tasmania","A","Annual","2015","2015","NUM","Number","0","Units",,,5680,,
"4","Male births","4","South Australia","A","Annual","1975","1975","NUM","Number","0","Units",,,10148,,
"4","Male births","4","South Australia","A","Annual","1976","1976","NUM","Number","0","Units",,,9787,,
"4","Male births","4","South Australia","A","Annual","1977","1977","NUM","Number","0","Units",,,9856,,
"4","Male births","4","South Australia","A","Annual","1978","1978","NUM","Number","0","Units",,,9472,,
"4","Male births","4","South Australia","A","Annual","1979","1979","NUM","Number","0","Units",,,9474,,
"4","Male births","4","South Australia","A","Annual","1980","1980","NUM","Number","0","Units",,,9420,,
"4","Male births","4","South Australia","A","Annual","1981","1981","NUM","Number","0","Units",,,9769,,
"4","Male births","4","South Australia","A","Annual","1982","1982","NUM","Number","0","Units",,,9916,,
"4","Male births","4","South Australia","A","Annual","1983","1983","NUM","Number","0","Units",,,10211,,
"4","Male births","4","South Australia","A","Annual","1984","1984","NUM","Number","0","Units",,,10276,,
"4","Male births","4","South Australia","A","Annual","1985","1985","NUM","Number","0","Units",,,10147,,
"4","Male births","4","South Australia","A","Annual","1986","1986","NUM","Number","0","Units",,,9930,,
"4","Male births","4","South Australia","A","Annual","1987","1987","NUM","Number","0","Units",,,9896,,
"4","Male births","4","South Australia","A","Annual","1988","1988","NUM","Number","0","Units",,,9917,,
"4","Male births","4","South Australia","A","Annual","1989","1989","NUM","Number","0","Units",,,10152,,
"4","Male births","4","South Australia","A","Annual","1990","1990","NUM","Number","0","Units",,,10170,,
"4","Male births","4","South Australia","A","Annual","1991","1991","NUM","Number","0","Units",,,10175,,
"4","Male births","4","South Australia","A","Annual","1992","1992","NUM","Number","0","Units",,,9957,,
"4","Male births","4","South Australia","A","Annual","1993","1993","NUM","Number","0","Units",,,10232,,
"4","Male births","4","South Australia","A","Annual","1994","1994","NUM","Number","0","Units",,,9951,,
"4","Male births","4","South Australia","A","Annual","1995","1995","NUM","Number","0","Units",,,9977,,
"4","Male births","4","South Australia","A","Annual","1996","1996","NUM","Number","0","Units",,,9710,,
"4","Male births","4","South Australia","A","Annual","1997","1997","NUM","Number","0","Units",,,9383,,
"4","Male births","4","South Australia","A","Annual","1998","1998","NUM","Number","0","Units",,,9266,,
"4","Male births","4","South Australia","A","Annual","1999","1999","NUM","Number","0","Units",,,9184,,
"4","Male births","4","South Australia","A","Annual","2000","2000","NUM","Number","0","Units",,,9164,,
"4","Male births","4","South Australia","A","Annual","2001","2001","NUM","Number","0","Units",,,8730,,
"4","Male births","4","South Australia","A","Annual","2002","2002","NUM","Number","0","Units",,,9051,,
"4","Male births","4","South Australia","A","Annual","2003","2003","NUM","Number","0","Units",,,9001,,
"4","Male births","4","South Australia","A","Annual","2004","2004","NUM","Number","0","Units",,,8793,,
"4","Male births","4","South Australia","A","Annual","2005","2005","NUM","Number","0","Units",,,9092,,
"4","Male births","4","South Australia","A","Annual","2006","2006","NUM","Number","0","Units",,,9369,,
"4","Male births","4","South Australia","A","Annual","2007","2007","NUM","Number","0","Units",,,9899,,
"4","Male births","4","South Australia","A","Annual","2008","2008","NUM","Number","0","Units",,,10333,,
"4","Male births","4","South Australia","A","Annual","2009","2009","NUM","Number","0","Units",,,10233,,
"4","Male births","4","South Australia","A","Annual","2010","2010","NUM","Number","0","Units",,,10397,,
"4","Male births","4","South Australia","A","Annual","2011","2011","NUM","Number","0","Units",,,10146,,
"4","Male births","4","South Australia","A","Annual","2012","2012","NUM","Number","0","Units",,,10517,,
"4","Male births","4","South Australia","A","Annual","2013","2013","NUM","Number","0","Units",,,10435,,
"4","Male births","4","South Australia","A","Annual","2014","2014","NUM","Number","0","Units",,,10370,,
"4","Male births","4","South Australia","A","Annual","2015","2015","NUM","Number","0","Units",,,10018,,
"4","Male births","7","Northern Territory","A","Annual","1975","1975","NUM","Number","0","Units",,,1196,,
"4","Male births","7","Northern Territory","A","Annual","1976","1976","NUM","Number","0","Units",,,1392,,
"4","Male births","7","Northern Territory","A","Annual","1977","1977","NUM","Number","0","Units",,,1365,,
"4","Male births","7","Northern Territory","A","Annual","1978","1978","NUM","Number","0","Units",,,1413,,
"4","Male births","7","Northern Territory","A","Annual","1979","1979","NUM","Number","0","Units",,,1456,,
"4","Male births","7","Northern Territory","A","Annual","1980","1980","NUM","Number","0","Units",,,1340,,
"4","Male births","7","Northern Territory","A","Annual","1981","1981","NUM","Number","0","Units",,,1606,,
"4","Male births","7","Northern Territory","A","Annual","1982","1982","NUM","Number","0","Units",,,1456,,
"4","Male births","7","Northern Territory","A","Annual","1983","1983","NUM","Number","0","Units",,,1557,,
"4","Male births","7","Northern Territory","A","Annual","1984","1984","NUM","Number","0","Units",,,1629,,
"4","Male births","7","Northern Territory","A","Annual","1985","1985","NUM","Number","0","Units",,,1688,,
"4","Male births","7","Northern Territory","A","Annual","1986","1986","NUM","Number","0","Units",,,1711,,
"4","Male births","7","Northern Territory","A","Annual","1987","1987","NUM","Number","0","Units",,,1819,,
"4","Male births","7","Northern Territory","A","Annual","1988","1988","NUM","Number","0","Units",,,1803,,
"4","Male births","7","Northern Territory","A","Annual","1989","1989","NUM","Number","0","Units",,,1740,,
"4","Male births","7","Northern Territory","A","Annual","1990","1990","NUM","Number","0","Units",,,1798,,
"4","Male births","7","Northern Territory","A","Annual","1991","1991","NUM","Number","0","Units",,,1799,,
"4","Male births","7","Northern Territory","A","Annual","1992","1992","NUM","Number","0","Units",,,1913,,
"4","Male births","7","Northern Territory","A","Annual","1993","1993","NUM","Number","0","Units",,,1884,,
"4","Male births","7","Northern Territory","A","Annual","1994","1994","NUM","Number","0","Units",,,1818,,
"4","Male births","7","Northern Territory","A","Annual","1995","1995","NUM","Number","0","Units",,,1960,,
"4","Male births","7","Northern Territory","A","Annual","1996","1996","NUM","Number","0","Units",,,1861,,
"4","Male births","7","Northern Territory","A","Annual","1997","1997","NUM","Number","0","Units",,,1812,,
"4","Male births","7","Northern Territory","A","Annual","1998","1998","NUM","Number","0","Units",,,1913,,
"4","Male births","7","Northern Territory","A","Annual","1999","1999","NUM","Number","0","Units",,,1823,,
"4","Male births","7","Northern Territory","A","Annual","2000","2000","NUM","Number","0","Units",,,1862,,
"4","Male births","7","Northern Territory","A","Annual","2001","2001","NUM","Number","0","Units",,,1997,,
"4","Male births","7","Northern Territory","A","Annual","2002","2002","NUM","Number","0","Units",,,1919,,
"4","Male births","7","Northern Territory","A","Annual","2003","2003","NUM","Number","0","Units",,,1988,,
"4","Male births","7","Northern Territory","A","Annual","2004","2004","NUM","Number","0","Units",,,1801,,
"4","Male births","7","Northern Territory","A","Annual","2005","2005","NUM","Number","0","Units",,,1890,,
"4","Male births","7","Northern Territory","A","Annual","2006","2006","NUM","Number","0","Units",,,1855,,
"4","Male births","7","Northern Territory","A","Annual","2007","2007","NUM","Number","0","Units",,,2020,,
"4","Male births","7","Northern Territory","A","Annual","2008","2008","NUM","Number","0","Units",,,2008,,
"4","Male births","7","Northern Territory","A","Annual","2009","2009","NUM","Number","0","Units",,,1991,,
"4","Male births","7","Northern Territory","A","Annual","2010","2010","NUM","Number","0","Units",,,2026,,
"4","Male births","7","Northern Territory","A","Annual","2011","2011","NUM","Number","0","Units",,,2039,,
"4","Male births","7","Northern Territory","A","Annual","2012","2012","NUM","Number","0","Units",,,2078,,
"4","Male births","7","Northern Territory","A","Annual","2013","2013","NUM","Number","0","Units",,,2025,,
"4","Male births","7","Northern Territory","A","Annual","2014","2014","NUM","Number","0","Units",,,2072,,
"4","Male births","7","Northern Territory","A","Annual","2015","2015","NUM","Number","0","Units",,,2109,,
"5","Female births","5","Western Australia","A","Annual","1975","1975","NUM","Number","0","Units",,,9888,,
"5","Female births","5","Western Australia","A","Annual","1976","1976","NUM","Number","0","Units",,,10027,,
"5","Female births","5","Western Australia","A","Annual","1977","1977","NUM","Number","0","Units",,,9956,,
"5","Female births","5","Western Australia","A","Annual","1978","1978","NUM","Number","0","Units",,,9966,,
"5","Female births","5","Western Australia","A","Annual","1979","1979","NUM","Number","0","Units",,,10092,,
"5","Female births","5","Western Australia","A","Annual","1980","1980","NUM","Number","0","Units",,,10110,,
"5","Female births","5","Western Australia","A","Annual","1981","1981","NUM","Number","0","Units",,,10545,,
"5","Female births","5","Western Australia","A","Annual","1982","1982","NUM","Number","0","Units",,,10860,,
"5","Female births","5","Western Australia","A","Annual","1983","1983","NUM","Number","0","Units",,,11177,,
"5","Female births","5","Western Australia","A","Annual","1984","1984","NUM","Number","0","Units",,,10473,,
"5","Female births","5","Western Australia","A","Annual","1985","1985","NUM","Number","0","Units",,,11334,,
"5","Female births","5","Western Australia","A","Annual","1986","1986","NUM","Number","0","Units",,,11788,,
"5","Female births","5","Western Australia","A","Annual","1987","1987","NUM","Number","0","Units",,,11288,,
"5","Female births","5","Western Australia","A","Annual","1988","1988","NUM","Number","0","Units",,,12269,,
"5","Female births","5","Western Australia","A","Annual","1989","1989","NUM","Number","0","Units",,,12268,,
"5","Female births","5","Western Australia","A","Annual","1990","1990","NUM","Number","0","Units",,,12274,,
"5","Female births","5","Western Australia","A","Annual","1991","1991","NUM","Number","0","Units",,,12458,,
"5","Female births","5","Western Australia","A","Annual","1992","1992","NUM","Number","0","Units",,,12194,,
"5","Female births","5","Western Australia","A","Annual","1993","1993","NUM","Number","0","Units",,,12156,,
"5","Female births","5","Western Australia","A","Annual","1994","1994","NUM","Number","0","Units",,,12271,,
"5","Female births","5","Western Australia","A","Annual","1995","1995","NUM","Number","0","Units",,,12197,,
"5","Female births","5","Western Australia","A","Annual","1996","1996","NUM","Number","0","Units",,,11980,,
"5","Female births","5","Western Australia","A","Annual","1997","1997","NUM","Number","0","Units",,,11966,,
"5","Female births","5","Western Australia","A","Annual","1998","1998","NUM","Number","0","Units",,,12062,,
"5","Female births","5","Western Australia","A","Annual","1999","1999","NUM","Number","0","Units",,,12163,,
"5","Female births","5","Western Australia","A","Annual","2000","2000","NUM","Number","0","Units",,,12330,,
"5","Female births","5","Western Australia","A","Annual","2001","2001","NUM","Number","0","Units",,,11673,,
"5","Female births","5","Western Australia","A","Annual","2002","2002","NUM","Number","0","Units",,,11499,,
"5","Female births","5","Western Australia","A","Annual","2003","2003","NUM","Number","0","Units",,,11826,,
"5","Female births","5","Western Australia","A","Annual","2004","2004","NUM","Number","0","Units",,,12327,,
"5","Female births","5","Western Australia","A","Annual","2005","2005","NUM","Number","0","Units",,,12728,,
"5","Female births","5","Western Australia","A","Annual","2006","2006","NUM","Number","0","Units",,,13735,,
"5","Female births","5","Western Australia","A","Annual","2007","2007","NUM","Number","0","Units",,,14143,,
"5","Female births","5","Western Australia","A","Annual","2008","2008","NUM","Number","0","Units",,,15533,,
"5","Female births","5","Western Australia","A","Annual","2009","2009","NUM","Number","0","Units",,,14983,,
"5","Female births","5","Western Australia","A","Annual","2010","2010","NUM","Number","0","Units",,,15361,,
"5","Female births","5","Western Australia","A","Annual","2011","2011","NUM","Number","0","Units",,,15702,,
"5","Female births","5","Western Australia","A","Annual","2012","2012","NUM","Number","0","Units",,,16373,,
"5","Female births","5","Western Australia","A","Annual","2013","2013","NUM","Number","0","Units",,,16842,,
"5","Female births","5","Western Australia","A","Annual","2014","2014","NUM","Number","0","Units",,,17219,,
"5","Female births","5","Western Australia","A","Annual","2015","2015","NUM","Number","0","Units",,,17059,,
"1","Births","7","Northern Territory","A","Annual","1975","1975","NUM","Number","0","Units",,,2275,,
"1","Births","7","Northern Territory","A","Annual","1976","1976","NUM","Number","0","Units",,,2688,,
"1","Births","7","Northern Territory","A","Annual","1977","1977","NUM","Number","0","Units",,,2601,,
"1","Births","7","Northern Territory","A","Annual","1978","1978","NUM","Number","0","Units",,,2700,,
"1","Births","7","Northern Territory","A","Annual","1979","1979","NUM","Number","0","Units",,,2848,,
"1","Births","7","Northern Territory","A","Annual","1980","1980","NUM","Number","0","Units",,,2602,,
"1","Births","7","Northern Territory","A","Annual","1981","1981","NUM","Number","0","Units",,,3109,,
"1","Births","7","Northern Territory","A","Annual","1982","1982","NUM","Number","0","Units",,,2914,,
"1","Births","7","Northern Territory","A","Annual","1983","1983","NUM","Number","0","Units",,,3127,,
"1","Births","7","Northern Territory","A","Annual","1984","1984","NUM","Number","0","Units",,,3191,,
"1","Births","7","Northern Territory","A","Annual","1985","1985","NUM","Number","0","Units",,,3315,,
"1","Births","7","Northern Territory","A","Annual","1986","1986","NUM","Number","0","Units",,,3315,,
"1","Births","7","Northern Territory","A","Annual","1987","1987","NUM","Number","0","Units",,,3529,,
"1","Births","7","Northern Territory","A","Annual","1988","1988","NUM","Number","0","Units",,,3439,,
"1","Births","7","Northern Territory","A","Annual","1989","1989","NUM","Number","0","Units",,,3379,,
"1","Births","7","Northern Territory","A","Annual","1990","1990","NUM","Number","0","Units",,,3557,,
"1","Births","7","Northern Territory","A","Annual","1991","1991","NUM","Number","0","Units",,,3599,,
"1","Births","7","Northern Territory","A","Annual","1992","1992","NUM","Number","0","Units",,,3742,,
"1","Births","7","Northern Territory","A","Annual","1993","1993","NUM","Number","0","Units",,,3603,,
"1","Births","7","Northern Territory","A","Annual","1994","1994","NUM","Number","0","Units",,,3626,,
"1","Births","7","Northern Territory","A","Annual","1995","1995","NUM","Number","0","Units",,,3766,,
"1","Births","7","Northern Territory","A","Annual","1996","1996","NUM","Number","0","Units",,,3562,,
"1","Births","7","Northern Territory","A","Annual","1997","1997","NUM","Number","0","Units",,,3588,,
"1","Births","7","Northern Territory","A","Annual","1998","1998","NUM","Number","0","Units",,,3641,,
"1","Births","7","Northern Territory","A","Annual","1999","1999","NUM","Number","0","Units",,,3576,,
"1","Births","7","Northern Territory","A","Annual","2000","2000","NUM","Number","0","Units",,,3685,,
"1","Births","7","Northern Territory","A","Annual","2001","2001","NUM","Number","0","Units",,,3822,,
"1","Births","7","Northern Territory","A","Annual","2002","2002","NUM","Number","0","Units",,,3724,,
"1","Births","7","Northern Territory","A","Annual","2003","2003","NUM","Number","0","Units",,,3790,,
"1","Births","7","Northern Territory","A","Annual","2004","2004","NUM","Number","0","Units",,,3551,,
"1","Births","7","Northern Territory","A","Annual","2005","2005","NUM","Number","0","Units",,,3660,,
"1","Births","7","Northern Territory","A","Annual","2006","2006","NUM","Number","0","Units",,,3696,,
"1","Births","7","Northern Territory","A","Annual","2007","2007","NUM","Number","0","Units",,,3896,,
"1","Births","7","Northern Territory","A","Annual","2008","2008","NUM","Number","0","Units",,,3944,,
"1","Births","7","Northern Territory","A","Annual","2009","2009","NUM","Number","0","Units",,,3820,,
"1","Births","7","Northern Territory","A","Annual","2010","2010","NUM","Number","0","Units",,,3899,,
"1","Births","7","Northern Territory","A","Annual","2011","2011","NUM","Number","0","Units",,,3954,,
"1","Births","7","Northern Territory","A","Annual","2012","2012","NUM","Number","0","Units",,,4104,,
"1","Births","7","Northern Territory","A","Annual","2013","2013","NUM","Number","0","Units",,,4053,,
"1","Births","7","Northern Territory","A","Annual","2014","2014","NUM","Number","0","Units",,,4026,,
"1","Births","7","Northern Territory","A","Annual","2015","2015","NUM","Number","0","Units",,,4004,,
"1","Births","2","Victoria","A","Annual","1975","1975","NUM","Number","0","Units",,,61778,,
"1","Births","2","Victoria","A","Annual","1976","1976","NUM","Number","0","Units",,,60413,,
"1","Births","2","Victoria","A","Annual","1977","1977","NUM","Number","0","Units",,,59244,,
"1","Births","2","Victoria","A","Annual","1978","1978","NUM","Number","0","Units",,,58687,,
"1","Births","2","Victoria","A","Annual","1979","1979","NUM","Number","0","Units",,,57628,,
"1","Births","2","Victoria","A","Annual","1980","1980","NUM","Number","0","Units",,,58022,,
"1","Births","2","Victoria","A","Annual","1981","1981","NUM","Number","0","Units",,,59284,,
"1","Births","2","Victoria","A","Annual","1982","1982","NUM","Number","0","Units",,,59876,,
"1","Births","2","Victoria","A","Annual","1983","1983","NUM","Number","0","Units",,,59928,,
"1","Births","2","Victoria","A","Annual","1984","1984","NUM","Number","0","Units",,,59485,,
"1","Births","2","Victoria","A","Annual","1985","1985","NUM","Number","0","Units",,,61555,,
"1","Births","2","Victoria","A","Annual","1986","1986","NUM","Number","0","Units",,,60162,,
"1","Births","2","Victoria","A","Annual","1987","1987","NUM","Number","0","Units",,,61507,,
"1","Births","2","Victoria","A","Annual","1988","1988","NUM","Number","0","Units",,,62134,,
"1","Births","2","Victoria","A","Annual","1989","1989","NUM","Number","0","Units",,,64002,,
"1","Births","2","Victoria","A","Annual","1990","1990","NUM","Number","0","Units",,,66970,,
"1","Births","2","Victoria","A","Annual","1991","1991","NUM","Number","0","Units",,,65438,,
"1","Births","2","Victoria","A","Annual","1992","1992","NUM","Number","0","Units",,,65766,,
"1","Births","2","Victoria","A","Annual","1993","1993","NUM","Number","0","Units",,,64049,,
"1","Births","2","Victoria","A","Annual","1994","1994","NUM","Number","0","Units",,,63974,,
"1","Births","2","Victoria","A","Annual","1995","1995","NUM","Number","0","Units",,,62591,,
"1","Births","2","Victoria","A","Annual","1996","1996","NUM","Number","0","Units",,,61143,,
"1","Births","2","Victoria","A","Annual","1997","1997","NUM","Number","0","Units",,,60732,,
"1","Births","2","Victoria","A","Annual","1998","1998","NUM","Number","0","Units",,,60492,,
"1","Births","2","Victoria","A","Annual","1999","1999","NUM","Number","0","Units",,,58875,,
"1","Births","2","Victoria","A","Annual","2000","2000","NUM","Number","0","Units",,,59171,,
"1","Births","2","Victoria","A","Annual","2001","2001","NUM","Number","0","Units",,,58626,,
"1","Births","2","Victoria","A","Annual","2002","2002","NUM","Number","0","Units",,,61478,,
"1","Births","2","Victoria","A","Annual","2003","2003","NUM","Number","0","Units",,,61058,,
"1","Births","2","Victoria","A","Annual","2004","2004","NUM","Number","0","Units",,,62417,,
"1","Births","2","Victoria","A","Annual","2005","2005","NUM","Number","0","Units",,,63297,,
"1","Births","2","Victoria","A","Annual","2006","2006","NUM","Number","0","Units",,,65245,,
"1","Births","2","Victoria","A","Annual","2007","2007","NUM","Number","0","Units",,,70325,,
"1","Births","2","Victoria","A","Annual","2008","2008","NUM","Number","0","Units",,,71184,,
"1","Births","2","Victoria","A","Annual","2009","2009","NUM","Number","0","Units",,,70928,,
"1","Births","2","Victoria","A","Annual","2010","2010","NUM","Number","0","Units",,,70572,,
"1","Births","2","Victoria","A","Annual","2011","2011","NUM","Number","0","Units",,,71444,,
"1","Births","2","Victoria","A","Annual","2012","2012","NUM","Number","0","Units",,,77405,,
"1","Births","2","Victoria","A","Annual","2013","2013","NUM","Number","0","Units",,,73969,,
"1","Births","2","Victoria","A","Annual","2014","2014","NUM","Number","0","Units",,,74224,,
"1","Births","2","Victoria","A","Annual","2015","2015","NUM","Number","0","Units",,,73568,,
"1","Births","4","South Australia","A","Annual","1975","1975","NUM","Number","0","Units",,,19883,,
"1","Births","4","South Australia","A","Annual","1976","1976","NUM","Number","0","Units",,,18866,,
"1","Births","4","South Australia","A","Annual","1977","1977","NUM","Number","0","Units",,,19170,,
"1","Births","4","South Australia","A","Annual","1978","1978","NUM","Number","0","Units",,,18523,,
"1","Births","4","South Australia","A","Annual","1979","1979","NUM","Number","0","Units",,,18413,,
"1","Births","4","South Australia","A","Annual","1980","1980","NUM","Number","0","Units",,,18430,,
"1","Births","4","South Australia","A","Annual","1981","1981","NUM","Number","0","Units",,,19271,,
"1","Births","4","South Australia","A","Annual","1982","1982","NUM","Number","0","Units",,,19199,,
"1","Births","4","South Australia","A","Annual","1983","1983","NUM","Number","0","Units",,,19830,,
"1","Births","4","South Australia","A","Annual","1984","1984","NUM","Number","0","Units",,,20052,,
"1","Births","4","South Australia","A","Annual","1985","1985","NUM","Number","0","Units",,,19790,,
"1","Births","4","South Australia","A","Annual","1986","1986","NUM","Number","0","Units",,,19741,,
"1","Births","4","South Australia","A","Annual","1987","1987","NUM","Number","0","Units",,,19235,,
"1","Births","4","South Australia","A","Annual","1988","1988","NUM","Number","0","Units",,,19155,,
"1","Births","4","South Australia","A","Annual","1989","1989","NUM","Number","0","Units",,,19610,,
"1","Births","4","South Australia","A","Annual","1990","1990","NUM","Number","0","Units",,,19863,,
"1","Births","4","South Australia","A","Annual","1991","1991","NUM","Number","0","Units",,,19640,,
"1","Births","4","South Australia","A","Annual","1992","1992","NUM","Number","0","Units",,,19311,,
"1","Births","4","South Australia","A","Annual","1993","1993","NUM","Number","0","Units",,,20078,,
"1","Births","4","South Australia","A","Annual","1994","1994","NUM","Number","0","Units",,,19409,,
"1","Births","4","South Australia","A","Annual","1995","1995","NUM","Number","0","Units",,,19336,,
"1","Births","4","South Australia","A","Annual","1996","1996","NUM","Number","0","Units",,,19056,,
"1","Births","4","South Australia","A","Annual","1997","1997","NUM","Number","0","Units",,,18362,,
"1","Births","4","South Australia","A","Annual","1998","1998","NUM","Number","0","Units",,,18226,,
"1","Births","4","South Australia","A","Annual","1999","1999","NUM","Number","0","Units",,,17958,,
"1","Births","4","South Australia","A","Annual","2000","2000","NUM","Number","0","Units",,,17859,,
"1","Births","4","South Australia","A","Annual","2001","2001","NUM","Number","0","Units",,,17281,,
"1","Births","4","South Australia","A","Annual","2002","2002","NUM","Number","0","Units",,,17665,,
"1","Births","4","South Australia","A","Annual","2003","2003","NUM","Number","0","Units",,,17443,,
"1","Births","4","South Australia","A","Annual","2004","2004","NUM","Number","0","Units",,,17140,,
"1","Births","4","South Australia","A","Annual","2005","2005","NUM","Number","0","Units",,,17801,,
"1","Births","4","South Australia","A","Annual","2006","2006","NUM","Number","0","Units",,,18260,,
"1","Births","4","South Australia","A","Annual","2007","2007","NUM","Number","0","Units",,,19666,,
"1","Births","4","South Australia","A","Annual","2008","2008","NUM","Number","0","Units",,,20229,,
"1","Births","4","South Australia","A","Annual","2009","2009","NUM","Number","0","Units",,,19735,,
"1","Births","4","South Australia","A","Annual","2010","2010","NUM","Number","0","Units",,,20078,,
"1","Births","4","South Australia","A","Annual","2011","2011","NUM","Number","0","Units",,,19892,,
"1","Births","4","South Australia","A","Annual","2012","2012","NUM","Number","0","Units",,,20433,,
"1","Births","4","South Australia","A","Annual","2013","2013","NUM","Number","0","Units",,,20090,,
"1","Births","4","South Australia","A","Annual","2014","2014","NUM","Number","0","Units",,,20384,,
"1","Births","4","South Australia","A","Annual","2015","2015","NUM","Number","0","Units",,,19587,,
